prompt_id,prompt_text,category,complexity
475,High speed train passing mellow by station,transportation,high
476,Highway motorists subtle from pedestrian bridge,urban,medium
477,Hiking boots covering rough peak trail,adventure,low
478,Hockey game beside stick slaps plus congregation,sports,high
479,Home printer scanning plus printing,technology,low
480,Horse carriage on top of cobblestone pathway,historical,medium
481,Horse galloping stretching across open field,animals,medium
482,Horse neighing and stomping amidst stable,animals,medium
483,Horse trotting over dirt path,animals,medium
484,Hospital corridor amid night during addition to periodic paper,medical,medium
485,Hot air balloon rich burner firing,adventure,medium
486,Hotel lobby beside subdued piano music,social,medium
487,Habitat construction including hammering noticeably along with sawing,industrial,high
488,Hovercraft propulsion system clear and water spray,transportation,medium
489,Crying wind amidst the midst of winter blizzard,weather,high
490,Whirring refrigerator amidst silent kitchen,everyday,low
491,Hushed museum gallery comprising irregular whispers,social,low
492,Hydraulic press crushing deep objects,industrial,medium
493,Ice cream truck melody amid suburb,nostalgic,medium
494,"At daybreak, ice cracking covering frozen lake",nature,medium
495,Ice cubes developing into dropped en route to glass,everyday,low
496,Ice hockey puck distant and stick impacts,sports,medium
497,Ice skating rink comprising blades against subtle ice,sports,medium
498,Icicles melting along including dripping,weather,low
499,Industrial resonant elevator machinery operating,industrial,medium
500,Industrial factory extraordinarily comprising machinery dashing,industrial,high
501,Inside car shrouding the course of prominent rainstorm,weather,medium
502,sharp Inside medieval blacksmith shop,historical,medium
503,Inside moving elevator beside mechanical sounds,everyday,low
504,Inside submarine accompanied by echo sounding signals,transportation,medium
505,Inside tent in the process of rainstorm,weather,medium
506,Jazz club rich featuring saxophone solo,music,medium
507,Jet airliner taking precisely off nearby,transportation,high
508,Jet ski racing spanning water,sports,medium
509,Jewelry box along possessing ballerina turning,vintage,low
510,Jungle at night including exotic clearly animal sounds,nature,high
511,Kettle beginning to whistle over stove,everyday,low
512,Key turning across old door lock,everyday,low
513,Key set typing incorporating mechanical switches,technology,low
514,Kids working in the middle of swimming pool,social,medium
515,Kitchen throughout crowded dinner preparation,cooking,medium
516,Kitten distant meowing for attention,animals,low
517,Knitting rich needles clicking together,crafts,low
518,Lake rollers lapping against dock,nature,medium
519,Large audience bright applauding performance,social,high
520,Large cathedral accompanied by echoing treads,spiritual,medium
521,Large intensely assembly chanting encircled by protest,social,high
522,Large throng melodizing national anthem,social,high
523,rich Large grandfather chronometer tocking,vintage,low
524,distant Large industrial fan during warehouse,industrial,medium
525,Large iron gate closing adjacent to locking,mechanical,medium
526,Large office including typing also phones,workplace,high
527,Large tides smashing covering especially boulder-strewn shore,nature,high
528,Laser clear printer printing document,technology,low
529,Laundromat accompanied by washing machines dashing,everyday,medium
530,Lawn mower sprinting amidst sharp suburban yard,everyday,medium
531,Lawn sprinklers running during dawn,everyday,low
532,Leaves rustling within autumn breeze,nature,low
533,Reference center along possessing infrequent page turning,ambient,low
534,Faint aircraft powerplant bright starting,transportation,medium
535,Light precipitation falling against calm lake,weather,medium
536,Mild rainfall over greenhouse shelter,weather,medium
537,Lightning strike impressively containing immediate thunderclap,weather,high
538,Lions roaring inside savanna faraway,animals,medium
539,Live auction featuring fast talking auctioneer,social,high
540,Loading noticeably dock featuring trucks flanking forklifts,industrial,high
541,Locomotive steam warm engine starting,transportation,high
542,Log cabin fireplace spitting throughout winter,ambient,medium
543,Logging operation featuring chainsaws,industrial,high
544,Loom weaving fabric inside textile mill,industrial,medium
545,Lullaby music box engaging steadily,nostalgic,low
546,Lumber getting cut particularly at sawmill,industrial,high
547,Appliance gun warm firing rapidly,action,high
548,warm Magic spell casting accompanied by mystical sounds,fantasy,medium
549,Magical forestland along possessing ethereal sounds,fantasy,medium
550,Magician performing including subtle audience gasps,entertainment,medium
551,Mail slot featuring letters dropping amidst,everyday,low
552,Mall square incorporating vendors calling,social,high
553,Martial arts resonant training session,sports,medium
554,Match growing struck also lighting,everyday,low
555,Mechanical deep timer winding up,vintage,low
556,Mechanical metronome pulsing resonant steadily,music,low
557,Mechanical toy rich robot treading,vintage,low
558,Meditative vocalizing bowl growing struck,spiritual,low
559,Melting ice cream dripping overhead hot day,ambient,low
560,Iron detector beeping among treasure,adventure,low
561,Iron gate squeaking open slowly,ambient,low
562,Tin workshop next to grinding and welding,industrial,high
563,Metronome clear marking time at moderate tempo,music,low
564,Microwave oven deep speeding and beeping,everyday,low
565,Military boots marching across formation,historical,medium
566,Military warm jet winging aloft,transportation,high
567,Military parade next to marching band,cultural,high
568,Milk becoming poured in the direction of cereal bowl,everyday,low
569,Mining operation possessing drilling,industrial,high
570,Misty mountain forest whilst dawn,nature,medium
571,Mixing cocktail amidst shaker,social,low
572,Mobile communicator vibrating against maple table,technology,low
573,Model metro set running against tracks,hobby,medium
574,Modern art gallery possessing hushed voices,social,low
575,Modern office comprising computers and phones,workplace,medium
576,Monastery bells calling to bright prayer,spiritual,medium
577,Monday daylight intensely construction site,industrial,high
578,Monkey chattering inside rainforest,animals,medium
579,Monorail deep express passing up high,transportation,medium
580,"In winter, early hours birdsong enclosed in spring landscaped area",nature,medium
581,Sunrise coffee brewing between equipment,everyday,low
582,Morning commute covering lively highway,transportation,high
583,Daybreak amidst countryside farmyard,rural,medium
584,Sunrise during suburbs featuring paper delivery,everyday,medium
585,Morse code growing tapped out,communication,low
586,Mosquito buzzing near ear while warm night,animals,low
587,Motorcycle engine sharp starting coupled with idling,transportation,medium
588,Motorcycle passing by possessing thunderous prime mover,transportation,medium
589,Crag avalanche within remoteness,nature,high
590,Peak goats atop rugged slopes,animals,medium
591,Crag brook featuring small plunge,nature,medium
592,Mouse clicking quickly at the time of gaming,technology,low
593,Movie especially theater audience reactions,social,high
594,Moving box accompanied by dishes rattling inside,everyday,medium
595,Multiple signal deep clocks jingling,everyday,medium
596,Museum featuring hushed voices coupled comprising footsteps,social,medium
597,Music box playing soft lullaby,vintage,low
598,Musical saw changing to played hauntingly,eerie,medium
599,Nail mellow gun firing into wood repeatedly,tools,medium
600,Native American drumming resonant ceremony,cultural,medium
601,Nature resonant documentary narrator voice,media,medium
602,Neon sign resonating resonant in rainy night,urban,low
603,Night club accompanied by DJ and dancing congregation,social,high
604,Night insects amidst summer flower bed,nature,medium
605,Night precisely emporium featuring food vendors,social,high
606,Night sounds of dry terrain with coyotes,nature,medium
607,Night transit warm vehicle passing along countryside,transportation,medium
608,Nightingale warbling within moonlit flower bed during autumn,nature,medium
609,Nighttime metropolis atmosphere with isolated sirens amidst skyscrapers,urban,medium
610,Nighttime forest accompanied by cricket chorus,nature,medium
611,Nighttime precisely jungle along accompanied by exotic creatures,nature,high
612,"At dawn, nighttime ocean swells atop waterfront",nature,medium
613,Nighttime electrical storm getting nearer,weather,high
614,Noisy food venue kitchen in unmistakably the process of service,workplace,high
615,Nostalgic ice cream truck rich melody,nostalgic,medium
616,Ocean liner warm horn blasting,nautical,medium
617,Deep surf impacting atop craggy coast,nature,high
618,Aquatic realm breakers sharp gently lapping sandy shore,nature,medium
619,Office cubicle featuring typing plus phones,workplace,medium
620,Headquarters warm paper shredder racing,workplace,low
621,Office printer resonant scanning documents,workplace,low
622,Work surroundings workers discussing project,workplace,medium
623,Antique boat cracking during dock,nautical,medium
624,Vintage transport propellant distant struggling to start,transportation,medium
625,Archaic cash register plus mechanical key levers,vintage,medium
626,Archaic fashioned popcorn apparatus deep popping,vintage,medium
627,Old fashioned typewriter not to mention tinkle,vintage,medium
628,distant Vintage grandfather horologe sounding,vintage,low
629,Ancient manual distant camera shutter clicking,vintage,low
630,Ancient movie film projector racing,vintage,medium
631,Antique sharp music box playing melody,vintage,low
632,mellow Ancient phonograph playing scratchy record,vintage,medium
633,Time-worn pocket watch sounding mechanism,vintage,low
634,Aged radio tuning between clear stations,vintage,medium
635,Ancient school bell ringing,nostalgic,medium
636,Time-worn steam locomotive chugging,transportation,high
637,Timeworn deep telephone rotary dial spinning,vintage,low
638,Vintage western saloon combined accompanied by piano running,historical,medium
639,Old windmill moaning inside gust,rural,medium
640,Ancient hardwood boat squeaking atop water,nautical,medium
641,Ancient timber flooring straining,ambient,low
642,Olympic swimming competition distinctly comprising gathering,sports,high
643,sharp Opening champagne bottle featuring pop,celebration,low
644,Orchestra conductor warm tapping baton,music,low
645,Orchestra tuning amid front of performance,music,high
646,Organ clear running amidst cathedral,spiritual,medium
647,Outdoor cafe accompanied by street musicians,social,medium
648,Outdoor show precisely plus applause,social,high
649,Outdoor festival impressively alongside multiple sounds,social,high
650,Outdoor mall possessing distinctly vendors calling,social,high
651,sharp Outdoor wedding ceremony featuring vows,celebration,medium
652,Overflowing bathtub parallel to water splashing,everyday,medium
653,Owl hooting all through dark arboretum,nature,low
654,Paddling canoe in the middle of still water,adventure,low
655,Pages turning inside large tome,ambient,low
656,Paintball game incorporating markers firing,sports,medium
657,Paper becoming crumpled toward ball,everyday,low
658,Paper changing to torn leisurely,everyday,low
659,Paper money becoming counted by hand,everyday,low
660,Paper shredder sharp destroying documents,workplace,low
661,Parachute opening amid the midst of skydive,adventure,medium
662,Party balloons sharp popping,celebration,medium
663,Passing cars resting on wet road following cloudburst,transportation,medium
664,Passing public transport locomotive warm underground,transportation,high
665,"At dawn, peaceful meadow along with subtle wind",nature,low
666,Pen writing atop paper in the midst of muted room,ambient,low
667,Pencil scratching atop paper,everyday,low
668,Pendulum sharp timepiece swinging rhythmically,vintage,low
669,rich Person wind during meditation,spiritual,low
670,Person rich drinking amidst straw,everyday,low
671,Person humming in the process of cooking,human,low
672,sharp Person laughing heartily,human,low
673,sharp Person snoring loudly,human,low
674,Person typing shrouding laptop input mechanism,technology,low
675,Person pacing through bright resonant snow,weather,low
676,Person whistling happy rich tune,human,low
677,Piano transforming into tuned comprising key hits,music,medium
678,Piano playing soft deep melody,music,medium
679,Pickup truck driving atop gravel road,transportation,medium
680,Picnic in park with faraway children,social,medium
681,Pigeons cooing all through cityscape square,urban,low
682,Pinball contrivance including bells bordering flippers,entertainment,medium
683,"After rainfall, pine arboretum amid subtle breeze",nature,medium
684,Ping pong ball bouncing spanning table,sports,low
685,Pirate ship noticeably battle plus cannons,historical,high
686,Pizza rich restaurant comprising brick oven,social,medium
687,clear Plane taking off from airport runway,transportation,high
688,Play zone plus children performing,social,medium
689,Plucking guitar strings one mellow by one,music,low
690,Pneumatic drill against noticeably construction site,industrial,high
691,Police vehicle siren drawing near,emergency,medium
692,Pool balls pounding amid game,sports,medium
693,Popcorn popping amid microwave,cooking,low
694,rich Popping bubble wrap slowly,everyday,low
695,Pouring cereal moving mellow to empty bowl,everyday,low
696,Pouring champagne bright moving to glass,celebration,low
697,Pouring coffee toward clear ceramic mug,everyday,low
698,Pouring deep cloudburst amid thunderstorm,weather,high
699,Pouring shower above aluminum rooftop,weather,medium
700,Prayer bright bells ringing inside temple,spiritual,medium
701,sharp Pressure cooker releasing steam,cooking,medium
702,Professional kitchen distinctly amidst the midst of service,workplace,high
703,Public pool noticeably parallel to swimmers also echoes,sports,high
704,Public speaking flanking microphone feedback,social,medium
705,Pulling cork from wine rich bottle,everyday,low
706,Puppies playing and barking,animals,medium
707,Droning kitty covering window shelf,animals,low
708,Barely audible bar featuring jazz playing softly,social,medium
709,Soundless beach when sunrise inside addition to gulls during a misty morning,nature,medium
710,Muted bookstore along containing periodic page turns,ambient,low
711,Hushed caf comprising slight music,social,medium
712,Muted country church service,spiritual,medium
713,Silent grove following fresh snowfall,nature,low
714,Soft hospital corridor encircled by night,medical,medium
715,Noiseless literary collection comprising intermittent whispers,social,low
716,"Under moonlight, muted night accompanied by cricket sounds",nature,low
717,Still headquarters accompanied by keyboard typing,workplace,medium
718,Faint park flanking secluded children working,social,medium
719,Faint suburban boulevard during night,urban,low
720,subtle Race cars throughout starting line revving,sports,high
721,mellow Racing heart thump gradually slowing,medical,low
722,Radio getting tuned between stations,technology,low
723,Radio playing in the midst of distant room,ambient,low
724,Radio static containing irregular voices,communication,medium
725,Rain beginning to fall against hushed lane,weather,medium
726,Rain falling atop autumn leaves,weather,medium
727,Rain falling covering car subtle windshield,weather,medium
728,Rainfall falling atop steel canopy,weather,medium
729,Rain falling against tent whilst camping,weather,medium
730,Rainfall woodland sharp featuring exotic bird calls,nature,high
731,Precipitation gently falling atop sharp umbrella,weather,low
732,Cloudburst increasing distant from drizzle to downpour,weather,medium
733,Rainfall against windowpane at the time of night,weather,medium
734,Railroad crossing signal containing train,transportation,high
735,Railway station comprising transit vehicle announcements,transportation,high
736,"At remarkably daybreak, rapids throughout wilderness river",nature,high
737,Recording studio featuring sound deep checks,music,medium
738,Refrigerator whirring amidst still kitchen,everyday,low
739,Remote cabin featuring zephyr and bright wildlife,nature,medium
740,Restaurant kitchen in the middle of dinner rush,workplace,high
741,Restless maritime domain during coming closer downpour,weather,high
742,Riding horse across shallow creek,animals,medium
743,Riding lawn warm mower cutting grass,everyday,medium
744,Riding motorcycle touching empty highway,transportation,medium
745,sharp Rifle firing at shooting range,sports,medium
746,Flow rapids especially through jagged gorge,nature,high
747,Robot servo motors clear moving precisely,sci-fi,medium
748,Rock show featuring roaring throng,music,high
749,Rock slide down crag slope during a precisely misty morning,nature,high
750,Rocket unmistakably launch countdown during addition to ignition,sci-fi,high
751,Rocking chair grating spreading over deck,nostalgic,low
752,Roller coaster plus screaming riders,entertainment,high
753,Roller skating rink plus music,sports,medium
754,Rolling thundering behind lightning,weather,medium
755,Rolling boom advancing thunderstorm,weather,medium
756,Rollercoaster sharp climbing chain lift,entertainment,medium
757,Roosters crowing throughout dawn over farm,rural,medium
758,Rope swing above lake plus splash,adventure,medium
759,Rotary communicator dialing coupled featuring bonging,vintage,low
760,Rowing boat including oars amidst water,nautical,low
761,Royal fanfare featuring trumpets,historical,medium
762,Rugby match featuring distinctly referee whistle,sports,high
763,subtle Running dishwasher cycle,everyday,medium
764,Jogging on treadmill at subtle gym,sports,medium
765,mellow Jogging water inside bathroom sink,everyday,low
766,Rushing peak run featuring ornithes,nature,medium
767,rich Murmuring paper gift wrapping,celebration,low
768,Rusty gate swinging resonant inside wind,ambient,low
769,Sailboat including draft during sails,nautical,medium
770,Sand pouring amidst deep hourglass,ambient,low
771,Sand timer featuring grains falling,ambient,low
772,rich Sandpaper sanding wood surface,crafts,low
773,Saxophonist playing between subway tunnel,music,medium
774,School jingle chiming between classes,everyday,medium
775,School cafeteria extraordinarily across lunch hour,social,high
776,School classroom accompanied by teacher lesson,social,medium
777,School subtle play space for the duration of recess,social,high
778,Scissors cutting surrounded by paper,everyday,low
779,Scrabble tiles developing into shuffled,entertainment,low
780,distant Scratching record above turntable,music,low
781,Scuba diving possessing respiration apparatus,adventure,medium
782,Sea gulls calling covering harbor,nautical,medium
783,Seagulls fighting atop food,animals,medium
784,warm Search and rescue chopper,emergency,high
785,Seashell comprising ocean sounds in springtime,nature,low
786,Seaside boardwalk plus carnival,entertainment,high
787,Serene spa featuring water deep features,ambient,medium
788,Sewing equipment deep running steadily,crafts,low
789,rich Shaking dice during cup before roll,entertainment,low
790,Shaking warm maracas rhythmically,music,low
791,rich Shamanic drumming ceremony,spiritual,medium
792,Sharpening bright knife against whetstone,everyday,low
793,distant Sharpening pencil featuring manual sharpener,everyday,low
794,Sheep bleating encircled by field,rural,medium
795,Ship creaking amid rough seas,nautical,medium
796,Ship foghorn in the midst of harbor mist,nautical,medium
797,Ship's bell ringing over deck,nautical,medium
798,Shopping cart rolling stretching across parking lot,everyday,low
799,Shopping mall in especially the middle of holiday season,social,high
800,Short sharp circuit comprising electrical sparks,effects,medium
801,Shower jogging throughout bathroom,everyday,medium
802,subtle Shuffling deck of functioning cards,entertainment,low
803,Shutting conveyance door deep firmly,transportation,low
804,"Under moonlight, silent thicket comprising sporadic twig snap",nature,low
805,Silent archives adjacent to timekeeping device pulsing,ambient,low
806,Silent movie theater including piano subtle accompaniment,vintage,medium
807,Silent night forest comprising sharp owl hoots,nature,medium
808,Silent snowfall during city sharp park,weather,low
809,Melodizing bowl resonating,spiritual,low
810,Single cricket tweeting during night,nature,low
811,Sizzling fajitas atop hot plate,cooking,medium
812,Skateboard rolling atop pavement,sports,low
813,Ski lift deep machinery operating,sports,medium
814,Skiing down fresh powder bright slope,sports,medium
815,Skydiver falling sharp through air,adventure,medium
816,Skywriting mellow airplane overhead,transportation,medium
817,Sleepy kitty vibrating by fireplace,animals,medium
818,Sleigh bells jingling against horse drawn sleigh,holiday,medium
819,Sliding glass door sharp opening also closing,everyday,low
820,Slot gadget spinning sharp and paying out,entertainment,medium
821,Slow marking time grandfather clear chronometer,vintage,low
822,Leisurely water drip surrounded by still cave on a foggy day,nature,low
823,Small rich airplane propeller starting,transportation,medium
824,Small deep boat motor puttering,nautical,medium
825,Small creek with water over rubble beneath starlight,nature,medium
826,Small fountain amidst garden patch,ambient,low
827,Small run babbling atop crags,nature,medium
828,Small town parade rich accompanied by marching band,cultural,high
829,Small surf lapping at the time of lake shore,nature,medium
830,subtle Smartphone notification sounds,technology,low
831,Smoke deep detector battery warning beep,everyday,low
832,Snapping twigs when strolling during thicket,nature,low
833,Sneakers squeaking atop basketball deep court,sports,medium
834,Snoring person in deep distant sleep,human,low
835,clear Snow blower clearing driveway,weather,medium
836,Snow falling from warm shelter in large chunk,weather,medium
837,Snow plow clearing street at night in the business district,urban,medium
838,Snow shovel clear scraping sidewalk,weather,low
839,Soccer ball being kicked among game,sports,medium
840,Soccer match vividly featuring referee whistle,sports,high
841,Soda fizzing inside glass flanking ice,everyday,low
842,Soft air current via bright autumn leaves,nature,low
843,Ping system pings in the midst of submarine,transportation,medium
844,Sorting coins into copper container,everyday,low
845,Space shuttle clear launch sequence,sci-fi,high
846,Spaceship motor room atmosphere,sci-fi,medium
847,Sparkling wine mellow cork popping,celebration,low
848,Sparks from subtle welder's torch,industrial,medium
849,Speaking covering walkie talkie featuring static,communication,medium
850,Splashing inside puddles featuring boots,weather,low
851,Splashing rich water during bathtub,everyday,medium
852,Splitting firewood with axe,rural,medium
853,Sports arena parallel to applauding congregation,sports,high
854,Sports distant conveyance driving force revving,transportation,medium
855,rich Spring peeper frogs chorus,nature,medium
856,Squeaky door hinge bright opening slowly,ambient,low
857,Squeaky floorboard amidst antique building,ambient,low
858,resonant Squeaky toy being repeatedly pressed,everyday,low
859,Squirrels chattering among trees,animals,low
860,Ballpark horde doing the wave,sports,high
861,Ballpark throng warbling unmistakably team song,sports,high
862,Stage curtain rising accompanied by mechanical sound,entertainment,medium
863,warm Stampeding cattle herd,animals,high
864,Starting automobile motor upon cold sunrise,transportation,medium
865,Starting lawn mower driving sharp force,everyday,medium
866,Steam warm engine transit vehicle departing station,transportation,high
867,Steam escaping pressure warm cooker valve,cooking,medium
868,Steam hissing from deep old radiator,vintage,medium
869,Steam profoundly locomotive chugging along tracks,transportation,high
870,sharp Steam rising from hot springs,nature,medium
871,Steam train whistle inside yonder,transportation,medium
872,Steaming kettle beginning warm to whistle,everyday,medium
873,Steel drums working Caribbean distant music,music,medium
874,Steel factory including molten noticeably steel pouring,industrial,high
875,Stethoscope clear hearing steady cardiac rhythm,medical,low
876,Stock subtle trading place trading floor shouting,workplace,high
877,Stone skipping over calm lake,nature,low
878,Cloudburst featuring powerful rain coupled featuring thundercrack,weather,high
879,Storyteller by combustion pit plus sparking,social,medium
880,Street busker playing subtle accordion,music,medium
881,Thoroughfare cafe containing far off talks,social,medium
882,Avenue construction clearly featuring jackhammer,urban,high
883,Route market distinctly comprising vendors calling,social,high
884,Boulevard musician rich operating violin,music,medium
885,Road performer subtle tap dancing,entertainment,medium
886,Avenue protest particularly comprising chanting mass,social,high
887,Route sweeper cleaning early sunrise roads,urban,medium
888,String quartet frolicking resonant classical music,music,medium
889,Public transport announcement atop speakers,transportation,medium
890,Subway station featuring getting especially nearer train,transportation,high
891,Metro express particularly passing across station,transportation,high
892,Summer afternoon deluge getting nearer,weather,medium
893,Summer carnival comprising rides adjacent to games,entertainment,high
894,Summer deep insects murmuring in field,nature,medium
895,Summer night including crickets beside frogs,nature,medium
896,Summer rainstorm featuring distant rolling thunder,weather,medium
897,Sunday church bells extending along town,spiritual,medium
898,"After rainfall, sunset beach plus tranquil whitecaps",nature,medium
899,Supermarket checkout featuring scanner beeps,everyday,medium
900,Swimming underwater possessing bubbles,sports,medium
901,Swimming pool accompanied by children running,social,medium
902,Swing squeaking during play space,nostalgic,low
903,Swinging door during clear western saloon,historical,low
904,Symphony musical group working classical piece,music,high
905,Table tennis match incorporating ball hits,sports,medium
906,Taking bright photographs with film camera,vintage,low
907,Tap dancer atop pine stage,entertainment,medium
908,Tap water distant sprinting into sink,everyday,low
909,Tape measure extending and warm retracting,tools,low
910,Tea kettle warm starting to whistle,everyday,low
911,Tea party comprising cups deep clinking,social,medium
912,Tearing open package mellow or envelope,everyday,low
913,Tearing wrapping resonant paper excitedly,celebration,low
914,Telephone tolling bright during empty headquarters,ambient,low
915,Television static rich noise,technology,low
916,Tennis bright ball machine firing balls,sports,medium
917,mellow Tennis match comprising grunts and ball hits,sports,medium
918,warm Theremin playing eerie melody,electronic,medium
919,Beating analog timer surrounded by silent room,ambient,low
920,Tocking bomb during resonant suspense scene,action,medium
921,Tidal billows smashing on boulder-strewn shore,nature,high
922,warm Tiger growling during jungle,animals,medium
923,Timber growing cut at sawmill,industrial,high
924,Time timepiece punching distant for work shift,workplace,low
925,Tinkling draft tinkling bells resting on stoop,ambient,low
926,Tiny clear music box operating lullaby,vintage,low
927,Tires screeching in the midst rich of emergency stop,transportation,medium
928,Toaster resonant popping up toast,everyday,low
929,Toilet flushing amid soundless bathroom,everyday,low
930,Toll sharp booth comprising cars stopping,transportation,medium
931,Tools changing to dropped en route to aluminum toolbox,everyday,medium
932,Railway profoundly crossing railroad tracks,transportation,high
933,Train horn for the duration of far-off at night,transportation,medium
934,Transit vehicle passing through rural mellow crossing,transportation,high
935,Railway station announcement shrouding speakers,transportation,medium
936,Train whistle echoing surrounded by valley,transportation,medium
937,Tram jingle tolling inside metropolitan area boulevard,transportation,medium
938,Transmission radio static amid addition to voice,communication,medium
939,Tree branches bright scraping window inside wind,eerie,medium
940,Tree falling during forestland with crash,nature,high
941,Tree frogs chorus later than rain at dawn,nature,medium
942,Tribal drum circle bright performance,cultural,medium
943,Tropical bird calls inside jungle,nature,medium
944,Tropical rainstorm above palm leaf cover,weather,medium
945,Truck backing up along accompanied by warning beep,transportation,medium
946,Trumpet frolicking resonant reveille during dawn,military,medium
947,Tumbling clothes during dryer,everyday,medium
948,Turning manuscript of newspaper,everyday,low
949,TV game show combined containing gathering reactions,entertainment,medium
950,Typing apparatus plus end of line tinkle,vintage,medium
951,Typing extending along digital system keyboard,technology,low
952,Typing extending along ancient mechanical typing device,vintage,medium
953,Underwater warm bubbles from scuba gear,adventure,medium
954,Underwater warm sounds comprising whale song,nature,medium
955,University lecture subtle hall before class,social,medium
956,Urban intensely avenue corner comprising automobiles,urban,high
957,Vacuum cleaner running mellow covering carpet,everyday,medium
958,Velcro fastener getting pulled apart,everyday,low
959,Venetian gondolier vocalizing against canal,cultural,medium
960,warm Video arcade featuring game sounds,entertainment,high
961,rich Video game victory fanfare,entertainment,medium
962,Village blacksmith hammering steel,historical,medium
963,Village church bells against resonant Sunday,spiritual,medium
964,Vinyl record growing placed above turntable,vintage,low
965,Vinyl record crackling inside advance of music,vintage,low
966,Violin developing into tuned throughout front of musical event,music,low
967,Violin string breaking over the course of play,music,low
968,Virtual reality game alongside vividly spatial audio,technology,high
969,"At dawn, volcano roaring in preparation for eruption",nature,high
970,Wading amidst shallow stream in early morning,nature,low
971,Strolling over maple bridge,adventure,low
972,Ambulating amidst intense snow bordering pulverizing steps,weather,low
973,"During sunrise, strolling over autumn leaf cover",nature,low
974,Stepping blanketing unstable timber floor,ambient,low
975,Marching against gravel path amid garden patch,ambient,low
976,Treading during corn field comprising rustling stalks,rural,medium
977,Walking by way of strong downpour including umbrella,weather,medium
978,Stepping through shallow waterway,nature,low
979,Strolling warm through tall grass meadow,nature,low
980,Stepping up unstable timber staircase,ambient,low
981,Warehouse featuring forklift operations,industrial,medium
982,distant Washing dishes amidst kitchen sink,everyday,low
983,clear Washing apparatus cycle running,everyday,medium
984,Water boiling inside pot containing lid rattling,cooking,low
985,Water bubbling amidst fish tank,ambient,low
986,Water dripping inside cave featuring echoes at dusk,nature,medium
987,Water dripping bound deep for bucket slowly,ambient,low
988,Water droplets falling upon hot surface,effects,low
989,Water fountain inside hushed garden,ambient,medium
990,Water lapping bright against dock pilings,nautical,medium
991,rich Water pouring from pitcher into glass,everyday,low
992,Water sprinkler clear against summer lawn,everyday,low
993,Water clearly drop during lush jungle setting,nature,high
994,Billows smashing in the midst of coastal cloudburst,weather,high
995,Wedding ceremony sharp comprising organ music,celebration,medium
996,Whales breaching ocean subtle surface,animals,medium
997,Whispering during empty cathedral,eerie,medium
998,Wind tinkling bells for the duration of tranquil draft,ambient,low
999,Zephyr wailing in the midst of elevation corridor,weather,medium
1000,Wind in the middle of autumn leaves contained in park,nature,medium